os_name,os_version,ip_checksum,ip_df,ip_hdr_length,ip_id,ip_mf,ip_off,ip_protocol,ip_rf,ip_tos,ip_total_length,ip_ttl,ip_version,tcp_ack,tcp_checksum,tcp_flags,tcp_header_length,tcp_mss,tcp_off,tcp_options,tcp_seq,tcp_timestamp,tcp_timestamp_echo_reply,tcp_urp,tcp_window_scaling,tcp_window_size
Windows,10,13490,1,5,5738,0,16384,6,0,0,52,46,4,0,50591,2,20,1400,8,"M1400,N,W8,N,N,S,",4238596569,,,0,8,64240
Windows,10,35620,1,5,59377,0,16384,6,0,0,52,112,4,0,19984,2,20,1416,8,"M1416,N,W8,N,N,S,",474578290,,,0,8,64240
Windows,10,20658,1,5,36628,0,16384,6,0,0,52,108,4,0,15565,2,20,1355,8,"M1355,N,W8,N,N,S,",570615867,,,0,8,64240
Windows,10,39215,1,5,55756,0,16384,6,0,0,52,120,4,0,55875,2,20,1460,8,"M1460,N,W8,N,N,S,",3044829642,,,0,8,64240
Windows,10,39215,1,5,55756,0,16384,6,0,0,52,120,4,0,55875,2,20,1460,8,"M1460,N,W8,N,N,S,",3044829642,,,0,8,64240
Windows,10,20861,1,5,21402,0,16384,6,0,0,52,112,4,0,32807,2,20,1420,8,"M1420,N,W8,N,N,S,",1757289146,,,0,8,64240
Windows,10,39249,1,5,55722,0,16384,6,0,0,52,120,4,0,41276,2,20,1460,8,"M1460,N,W8,N,N,S,",519387486,,,0,8,64240
Windows,10,20909,1,5,21354,0,16384,6,0,0,52,112,4,0,39889,2,20,1420,8,"M1420,N,W8,N,N,S,",1924396326,,,0,8,64240
Mac OS,10.15.7,26410,1,5,0,0,16384,6,0,0,64,55,4,0,63321,2,20,1460,11,"M1460,N,W6,N,N,T,S,E,E,",3515616353,39174138,0,0,6,65535
Windows,10,53229,1,5,546,0,16384,6,0,32,52,117,4,0,15511,2,20,1452,8,"M1452,N,W8,N,N,S,",4113125759,,,0,8,64240
Windows,10,53160,1,5,359,0,16384,6,0,32,52,118,4,0,9098,2,20,1452,8,"M1452,N,W8,N,N,S,",2635324432,,,0,8,64240
Windows,10,20121,1,5,16390,0,16384,6,0,0,52,119,4,0,33977,2,20,1440,8,"M1440,N,W8,N,N,S,",1811100954,,,0,8,64240
Windows,10,3758,1,5,62015,0,16384,6,0,0,48,119,4,0,62284,2,20,1452,7,"M1452,N,N,S,",2740921280,,,0,,64240
Windows,10,53343,1,5,432,0,16384,6,0,32,52,117,4,0,7229,2,20,1452,8,"M1452,N,W8,N,N,S,",3657803264,,,0,8,64240
Windows,10,3758,1,5,62015,0,16384,6,0,0,48,119,4,0,62284,2,20,1452,7,"M1452,N,N,S,",2740921280,,,0,,64240
Windows,7,32771,0,5,19755,0,0,6,0,0,52,111,4,0,20033,2,20,1309,8,"M1309,N,W2,N,N,S,",313961025,,,0,2,8192
Windows,10,20121,1,5,16390,0,16384,6,0,0,52,119,4,0,33977,2,20,1440,8,"M1440,N,W8,N,N,S,",1811100954,,,0,8,64240
Windows,10,53063,1,5,456,0,16384,6,0,32,52,118,4,0,46136,2,20,1452,8,"M1452,N,W8,N,N,S,",2863804574,,,0,8,64240
Windows,10,3758,1,5,62015,0,16384,6,0,0,48,119,4,0,62284,2,20,1452,7,"M1452,N,N,S,",2740921280,,,0,,64240
Windows,10,3800,1,5,61973,0,16384,6,0,0,48,119,4,0,29497,2,20,1452,7,"M1452,N,N,S,",2980550030,,,0,,64240
Mac OS,10.15,29742,1,5,0,0,16384,6,0,56,64,49,4,0,7240,2,20,1339,11,"M1339,N,W7,N,N,T,S,E,E,",715123674,1028548524,0,0,7,65535
Windows,10,20121,1,5,16390,0,16384,6,0,0,52,119,4,0,33977,2,20,1440,8,"M1440,N,W8,N,N,S,",1811100954,,,0,8,64240
Windows,10,20121,1,5,16390,0,16384,6,0,0,52,119,4,0,33977,2,20,1440,8,"M1440,N,W8,N,N,S,",1811100954,,,0,8,64240
Windows,10,20121,1,5,16390,0,16384,6,0,0,52,119,4,0,33977,2,20,1440,8,"M1440,N,W8,N,N,S,",1811100954,,,0,8,64240
Windows,10,20121,1,5,16390,0,16384,6,0,0,52,119,4,0,33977,2,20,1440,8,"M1440,N,W8,N,N,S,",1811100954,,,0,8,64240
Windows,10,20121,1,5,16390,0,16384,6,0,0,52,119,4,0,33977,2,20,1440,8,"M1440,N,W8,N,N,S,",1811100954,,,0,8,64240
Windows,10,20121,1,5,16390,0,16384,6,0,0,52,119,4,0,33977,2,20,1440,8,"M1440,N,W8,N,N,S,",1811100954,,,0,8,64240
Windows,10,51618,1,5,8081,0,16384,6,0,0,52,119,4,0,64846,2,20,1440,8,"M1440,N,W8,N,N,S,",785606617,,,0,8,64240
Windows,10,20121,1,5,16390,0,16384,6,0,0,52,119,4,0,33977,2,20,1440,8,"M1440,N,W8,N,N,S,",1811100954,,,0,8,64240
Windows,10,20121,1,5,16390,0,16384,6,0,0,52,119,4,0,33977,2,20,1440,8,"M1440,N,W8,N,N,S,",1811100954,,,0,8,64240
Windows,10,20915,1,5,16364,0,16384,6,0,0,52,116,4,0,51148,2,20,1440,8,"M1440,N,W8,N,N,S,",3085084187,,,0,8,64240
Windows,10,24316,1,5,19495,0,16384,6,0,0,52,115,4,0,54362,2,20,1460,8,"M1460,N,W8,N,N,S,",1143084945,,,0,8,8192
Mac OS,10.15.7,26410,1,5,0,0,16384,6,0,0,64,55,4,0,41611,2,20,1460,11,"M1460,N,W6,N,N,T,S,E,E,",3149324372,395657638,0,0,6,65535
Windows,10,9829,1,5,44419,0,16384,6,0,0,52,111,4,0,42742,2,20,1460,8,"M1460,N,W8,N,N,S,",4268209521,,,0,8,64240
Mac OS,10.15.7,26410,1,5,0,0,16384,6,0,0,64,55,4,0,18222,2,20,1460,11,"M1460,N,W6,N,N,T,S,E,E,",2637228637,1403483497,0,0,6,65535
Linux,x86_64,43589,1,5,42509,0,16384,6,0,0,60,52,4,0,24195,2,20,1420,10,"M1420,S,T,N,W7,",2791214783,848907968,0,0,7,64240
Windows,10,978,1,5,18014,0,16384,6,0,0,52,112,4,0,22656,2,20,1460,8,"M1460,N,W8,N,N,S,",3501668413,,,0,8,64240
Windows,10,19860,1,5,38758,0,16384,6,0,0,52,115,4,0,29729,2,20,1460,8,"M1460,N,W8,N,N,S,",3763967599,,,0,8,64240
Windows,10,53911,1,5,20777,0,16384,6,0,0,52,113,4,0,15483,2,20,1412,8,"M1412,N,W8,N,N,S,",549293628,,,0,8,8192
Windows,10,39717,1,5,28863,0,16384,6,0,0,52,115,4,0,48478,2,20,1460,8,"M1460,N,W8,N,N,S,",753617907,,,0,8,64240
Windows,10,39629,1,5,28951,0,16384,6,0,0,52,115,4,0,61857,2,20,1460,8,"M1460,N,W8,N,N,S,",2626154306,,,0,8,64240
Windows,10,20772,1,5,57580,0,16384,6,0,0,52,117,4,0,3809,2,20,1412,8,"M1412,N,W8,N,N,S,",3222906754,,,0,8,64240
Windows,10,39717,1,5,28863,0,16384,6,0,0,52,115,4,0,48478,2,20,1460,8,"M1460,N,W8,N,N,S,",753617907,,,0,8,64240
Windows,10,39747,1,5,28833,0,16384,6,0,0,52,115,4,0,10977,2,20,1460,8,"M1460,N,W8,N,N,S,",495406868,,,0,8,64240
Windows,10,5728,1,5,22397,0,16384,6,0,40,52,118,4,0,57425,2,20,1440,8,"M1440,N,W8,N,N,S,",3232448629,,,0,8,64240
Windows,10,40195,1,5,28385,0,16384,6,0,0,52,115,4,0,61334,2,20,1460,8,"M1460,N,W8,N,N,S,",2621119411,,,0,8,64240
Windows,10,40195,1,5,28385,0,16384,6,0,0,52,115,4,0,61334,2,20,1460,8,"M1460,N,W8,N,N,S,",2621119411,,,0,8,64240
Windows,10,40195,1,5,28385,0,16384,6,0,0,52,115,4,0,61334,2,20,1460,8,"M1460,N,W8,N,N,S,",2621119411,,,0,8,64240
Windows,10,40195,1,5,28385,0,16384,6,0,0,52,115,4,0,61334,2,20,1460,8,"M1460,N,W8,N,N,S,",2621119411,,,0,8,64240
Windows,8.1,6700,1,5,30737,0,16384,6,0,0,52,118,4,0,59276,2,20,1400,8,"M1400,N,W8,N,N,S,",4158944362,,,0,8,8192
Windows,10,40195,1,5,28385,0,16384,6,0,0,52,115,4,0,61334,2,20,1460,8,"M1460,N,W8,N,N,S,",2621119411,,,0,8,64240
Windows,10,40195,1,5,28385,0,16384,6,0,0,52,115,4,0,61334,2,20,1460,8,"M1460,N,W8,N,N,S,",2621119411,,,0,8,64240
Windows,10,60436,1,5,51030,0,16384,6,0,0,52,120,4,0,62143,2,20,1448,8,"M1448,N,W8,N,N,S,",2325603011,,,0,8,64240
Windows,10,40195,1,5,28385,0,16384,6,0,0,52,115,4,0,61334,2,20,1460,8,"M1460,N,W8,N,N,S,",2621119411,,,0,8,64240
Windows,10,40195,1,5,28385,0,16384,6,0,0,52,115,4,0,61334,2,20,1460,8,"M1460,N,W8,N,N,S,",2621119411,,,0,8,64240
Windows,10,40227,1,5,28353,0,16384,6,0,0,52,115,4,0,36980,2,20,1460,8,"M1460,N,W8,N,N,S,",3670035175,,,0,8,64240
Windows,10,40195,1,5,28385,0,16384,6,0,0,52,115,4,0,61334,2,20,1460,8,"M1460,N,W8,N,N,S,",2621119411,,,0,8,64240
Windows,10,54010,1,5,20678,0,16384,6,0,0,52,113,4,0,30920,2,20,1412,8,"M1412,N,W8,N,N,S,",1484593287,,,0,8,8192
Windows,10,5857,1,5,22268,0,16384,6,0,40,52,118,4,0,17049,2,20,1440,8,"M1440,N,W8,N,N,S,",2822371132,,,0,8,64240
Windows,10,45774,1,5,24730,0,16384,6,0,0,52,116,4,0,32113,2,20,1420,8,"M1420,N,W8,N,N,S,",1975593979,,,0,8,64240
Windows,10,5857,1,5,22268,0,16384,6,0,40,52,118,4,0,17049,2,20,1440,8,"M1440,N,W8,N,N,S,",2822371132,,,0,8,64240
iOS,16.3,58382,0,5,0,0,0,6,0,0,64,50,4,0,43174,2,20,1360,11,"M1360,N,W6,N,N,T,S,E,E,",202818371,565384561,0,0,6,65535
Windows,10,5882,1,5,22243,0,16384,6,0,40,52,118,4,0,61517,2,20,1440,8,"M1440,N,W8,N,N,S,",737723868,,,0,8,64240
Windows,10,5937,1,5,22188,0,16384,6,0,40,52,118,4,0,30391,2,20,1440,8,"M1440,N,W8,N,N,S,",732053506,,,0,8,64240
iOS,15.6.1,28656,1,5,0,0,16384,6,0,0,64,51,4,0,36053,2,20,1410,11,"M1410,N,W6,N,N,T,S,E,E,",1339465065,3723419218,0,0,6,65535
Mac OS,10.15.7,29278,1,5,0,0,16384,6,0,0,64,54,4,0,6935,2,20,1412,11,"M1412,N,W6,N,N,T,S,E,E,",2830729949,479536864,0,0,6,65535
Linux,x86_64,16247,1,5,4316,0,16384,6,0,0,60,52,4,0,3157,2,20,1420,10,"M1420,S,T,N,W7,",3769147458,848254161,0,0,7,64240
Linux,x86_64,49132,1,5,36966,0,16384,6,0,0,60,52,4,0,53585,2,20,1420,10,"M1420,S,T,N,W7,",2419994233,848253538,0,0,7,64240
Linux,x86_64,16247,1,5,4316,0,16384,6,0,0,60,52,4,0,3157,2,20,1420,10,"M1420,S,T,N,W7,",3769147458,848254161,0,0,7,64240
Linux,x86_64,16247,1,5,4316,0,16384,6,0,0,60,52,4,0,3157,2,20,1420,10,"M1420,S,T,N,W7,",3769147458,848254161,0,0,7,64240
iOS,16.3.1,29022,1,5,0,0,16384,6,0,0,64,55,4,0,59217,2,20,1412,11,"M1412,N,W6,N,N,T,S,E,E,",613590458,124379702,0,0,6,65535
Mac OS,10.15.7,29278,1,5,0,0,16384,6,0,0,64,54,4,0,9174,2,20,1412,11,"M1412,N,W6,N,N,T,S,E,E,",3342548286,1927016193,0,0,6,65535
iOS,16.3.1,29278,1,5,0,0,16384,6,0,0,64,54,4,0,10169,2,20,1412,11,"M1412,N,W6,N,N,T,S,E,E,",311593961,2463121947,0,0,6,65535
iOS,16.3.1,29278,1,5,0,0,16384,6,0,0,64,54,4,0,9174,2,20,1412,11,"M1412,N,W6,N,N,T,S,E,E,",3342548286,1927016193,0,0,6,65535
iOS,16.3.1,29022,1,5,0,0,16384,6,0,0,64,55,4,0,59325,2,20,1412,11,"M1412,N,W6,N,N,T,S,E,E,",2089435121,2639939773,0,0,6,65535
Windows,10,64637,1,5,51993,0,16384,6,0,0,52,108,4,0,31918,2,20,1460,8,"M1460,N,W8,N,N,S,",2689211014,,,0,8,64240
Windows,10,64747,1,5,51883,0,16384,6,0,0,52,108,4,0,35743,2,20,1460,8,"M1460,N,W8,N,N,S,",3778071235,,,0,8,64240
iOS,16.2,19856,0,5,0,0,0,6,0,0,64,48,4,0,32973,2,20,1420,11,"M1420,N,W6,N,N,T,S,E,E,",863839387,2608703254,0,0,6,65535
Windows,10,35200,1,5,30719,0,16384,6,0,0,52,56,4,0,2304,2,20,1440,8,"M1440,N,W8,N,N,S,",1327545062,,,0,8,64800
Windows,10,35200,1,5,30719,0,16384,6,0,0,52,56,4,0,2304,2,20,1440,8,"M1440,N,W8,N,N,S,",1327545062,,,0,8,64800
iOS,16.2,19856,0,5,0,0,0,6,0,0,64,48,4,0,33841,2,20,1420,11,"M1420,N,W6,N,N,T,S,E,E,",877669499,126693100,0,0,6,65535
Windows,10,11937,1,5,14223,0,16384,6,0,0,52,117,4,0,15039,2,20,1460,8,"M1460,N,W8,N,N,S,",1441414617,,,0,8,64240
iOS,16.2,19856,0,5,0,0,0,6,0,0,64,48,4,0,20107,2,20,1420,11,"M1420,N,W6,N,N,T,S,E,E,",1001267506,2562906951,0,0,6,65535
Windows,10,35228,1,5,30691,0,16384,6,0,0,52,56,4,0,13419,2,20,1440,8,"M1440,N,W8,N,N,S,",3808033800,,,0,8,64800
Windows,10,18587,1,5,17029,0,16384,6,0,0,48,114,4,0,33608,2,20,1412,7,"M1412,N,N,S,",293439516,,,0,,8192
Windows,10,18707,1,5,17165,0,16384,6,0,0,48,113,4,0,56414,2,20,1412,7,"M1412,N,N,S,",996082975,,,0,,8192
Mac OS,10.15.7,27863,1,5,0,0,16384,6,0,0,64,248,4,0,58905,2,20,1460,11,"M1460,N,W6,N,N,T,S,E,E,",667992193,3669006177,0,0,6,65535
Windows,10,54373,1,5,20946,0,16384,6,0,0,52,111,4,0,40329,2,20,1460,8,"M1460,N,W2,N,N,S,",3595363828,,,0,2,8192
iOS,16.3.1,29022,1,5,0,0,16384,6,0,0,64,55,4,0,61055,2,20,1412,11,"M1412,N,W6,N,N,T,S,E,E,",1122809982,2668626452,0,0,6,65535
Mac OS,10.15.7,6644,1,5,0,0,16384,6,0,0,64,54,4,0,56185,2,20,1412,11,"M1412,N,W6,N,N,T,S,E,E,",2671662295,3746882318,0,0,6,65535
iOS,16.3.1,29022,1,5,0,0,16384,6,0,0,64,55,4,0,46479,2,20,1412,11,"M1412,N,W6,N,N,T,S,E,E,",3449917441,685133544,0,0,6,65535
Mac OS,10.15.7,29022,1,5,0,0,16384,6,0,0,64,55,4,0,17238,2,20,1412,11,"M1412,N,W6,N,N,T,S,E,E,",3987255790,4037654357,0,0,6,65535
iOS,16.3.1,29278,1,5,0,0,16384,6,0,0,64,54,4,0,43155,2,20,1412,11,"M1412,N,W6,N,N,T,S,E,E,",836099240,3554017301,0,0,6,65535
iOS,16.3.1,29278,1,5,0,0,16384,6,0,0,64,54,4,0,52978,2,20,1412,11,"M1412,N,W6,N,N,T,S,E,E,",1428301508,3977012200,0,0,6,65535
Mac OS,10.15.7,27863,1,5,0,0,16384,6,0,0,64,248,4,0,33047,2,20,1460,11,"M1460,N,W6,N,N,T,S,E,E,",1422535454,2951253935,0,0,6,65535
iOS,16.3.1,29022,1,5,0,0,16384,6,0,0,64,55,4,0,29548,2,20,1412,11,"M1412,N,W6,N,N,T,S,E,E,",2484223779,350433188,0,0,6,65535
Windows,10,55750,1,5,19569,0,16384,6,0,0,52,111,4,0,27218,2,20,1460,8,"M1460,N,W2,N,N,S,",3860793557,,,0,2,8192
Windows,10,55887,1,5,19432,0,16384,6,0,0,52,111,4,0,19886,2,20,1460,8,"M1460,N,W2,N,N,S,",3139784824,,,0,2,8192
Windows,10,57292,1,5,48557,0,16384,6,0,0,52,248,4,0,6704,2,20,1460,8,"M1460,N,W8,N,N,S,",3698315816,,,0,8,64240
Windows,10,10115,1,5,3262,0,16384,6,0,0,52,118,4,0,2023,2,20,1460,8,"M1460,N,W8,N,N,S,",2074748735,,,0,8,64240
Mac OS,10.15.7,7581,1,5,0,0,16384,6,0,0,64,54,4,0,6792,2,20,1412,11,"M1412,N,W6,N,N,T,S,E,E,",1180319705,1001444887,0,0,6,65535
Windows,10,9926,1,5,1560,0,16384,6,0,0,52,106,4,0,64941,2,20,1412,8,"M1412,N,W2,N,N,S,",3276629714,,,0,2,8192
Windows,10,10872,1,5,614,0,16384,6,0,0,52,106,4,0,57926,2,20,1412,8,"M1412,N,W2,N,N,S,",1996738228,,,0,2,8192
Windows,10,31653,1,5,58825,0,16384,6,0,0,52,114,4,0,30884,2,20,1412,8,"M1412,N,W8,N,N,S,",2543925749,,,0,8,64240
Mac OS,10.15.7,27863,1,5,0,0,16384,6,0,0,64,248,4,0,55929,2,20,1460,11,"M1460,N,W6,N,N,T,S,E,E,",2958818004,2246915410,0,0,6,65535
Mac OS,10.15.7,27863,1,5,0,0,16384,6,0,0,64,248,4,0,46061,2,20,1460,11,"M1460,N,W6,N,N,T,S,E,E,",332480622,3447745358,0,0,6,65535
Windows,10,44487,1,5,32022,0,16384,6,0,0,52,108,4,0,47602,2,20,1412,8,"M1412,N,W2,N,N,S,",1750214867,,,0,2,8192
Windows,10,11001,1,5,42088,0,16384,6,0,0,52,118,4,0,12241,2,20,1412,8,"M1412,N,W8,N,N,S,",2708958597,,,0,8,64240
Windows,10,11001,1,5,42088,0,16384,6,0,0,52,118,4,0,12241,2,20,1412,8,"M1412,N,W8,N,N,S,",2708958597,,,0,8,64240
Windows,10,11001,1,5,42088,0,16384,6,0,0,52,118,4,0,12241,2,20,1412,8,"M1412,N,W8,N,N,S,",2708958597,,,0,8,64240
Windows,10,62619,1,5,46835,0,16384,6,0,72,52,115,4,0,11550,2,20,1344,8,"M1344,N,W8,N,N,S,",795773526,,,0,8,64240
Windows,10,13803,1,5,618,0,16384,6,0,0,52,119,4,0,42904,2,20,1412,8,"M1412,N,W8,N,N,S,",2786408788,,,0,8,64240
Windows,10,13848,1,5,573,0,16384,6,0,0,52,119,4,0,51115,2,20,1412,8,"M1412,N,W8,N,N,S,",825520250,,,0,8,64240
Windows,10,11038,1,5,42051,0,16384,6,0,0,52,118,4,0,24078,2,20,1412,8,"M1412,N,W8,N,N,S,",3436188262,,,0,8,64240
Mac OS,10.15.5,2931,1,5,0,0,16384,6,0,0,64,53,4,0,6012,2,20,1460,11,"M1460,N,W6,N,N,T,S,E,E,",2032500780,629787860,0,0,6,65535
Windows,10,61590,1,5,54256,0,16384,6,0,0,52,105,4,0,48756,2,20,1460,8,"M1460,N,W6,N,N,S,",3744107266,,,0,6,63443
Windows,10,24960,1,5,37376,0,16384,6,0,0,52,117,4,0,1573,2,20,1440,8,"M1440,N,W8,N,N,S,",2957363406,,,0,8,64240
Windows,10,60267,1,5,15016,0,16384,6,0,56,52,116,4,0,62643,2,20,1400,8,"M1400,N,W8,N,N,S,",1497388178,,,0,8,8192
Windows,10,40790,1,5,61798,0,16384,6,0,0,52,115,4,0,13940,2,20,1412,8,"M1412,N,W8,N,N,S,",2464502849,,,0,8,64240
Windows,10,40790,1,5,61798,0,16384,6,0,0,52,115,4,0,13940,2,20,1412,8,"M1412,N,W8,N,N,S,",2464502849,,,0,8,64240
iOS,15.7,10149,1,5,0,0,16384,6,0,0,64,45,4,0,64819,2,20,1390,11,"M1390,N,W5,N,N,T,S,E,E,",3140055801,1144457213,0,0,5,65535
Windows,10,55243,1,5,51846,0,16384,6,0,8,52,112,4,0,17509,2,20,1460,8,"M1460,N,W8,N,N,S,",3705259484,,,0,8,64240
iOS,16.3,37587,1,5,0,0,16384,6,0,0,64,48,4,0,25453,2,20,1452,11,"M1452,N,W5,N,N,T,S,E,E,",2886408351,2252205152,0,0,5,65535
Windows,10,62307,1,5,12976,0,16384,6,0,56,52,116,4,0,58024,2,20,1400,8,"M1400,N,W8,N,N,S,",3972649844,,,0,8,8192
iOS,16.3,37587,1,5,0,0,16384,6,0,0,64,48,4,0,30072,2,20,1452,11,"M1452,N,W5,N,N,T,S,E,E,",3109088153,3016674444,0,0,5,65535
iOS,16.3,37587,1,5,0,0,16384,6,0,0,64,48,4,0,30072,2,20,1452,11,"M1452,N,W5,N,N,T,S,E,E,",3109088153,3016674444,0,0,5,65535
Windows,10,56477,1,5,51124,0,16384,6,0,8,52,110,4,0,31781,2,20,1460,8,"M1460,N,W8,N,N,S,",1915608969,,,0,8,64240
Windows,10,61692,1,5,13627,0,16384,6,0,0,52,111,4,0,10026,2,20,1460,8,"M1460,N,W2,N,N,S,",1152576923,,,0,2,8192
iOS,16.3,37587,1,5,0,0,16384,6,0,0,64,48,4,0,55990,2,20,1452,11,"M1452,N,W5,N,N,T,S,E,E,",1813919801,2968152775,0,0,5,65535
Windows,10,30472,1,5,57183,0,16384,6,0,0,52,107,4,0,263,2,20,1400,8,"M1400,N,W8,N,N,S,",803567343,,,0,8,64240
Windows,10,51545,1,5,33200,0,16384,6,0,0,52,116,4,0,26078,2,20,1400,8,"M1400,N,W8,N,N,S,",4228396328,,,0,8,64240
Windows,10,15225,1,5,38244,0,16384,6,0,0,52,117,4,0,46452,2,20,1460,8,"M1460,N,W8,N,N,S,",796623636,,,0,8,64240
Windows,10,962,1,5,65251,0,16384,6,0,0,52,117,4,0,58587,2,20,1460,8,"M1460,N,W8,N,N,S,",273854159,,,0,8,64240
Windows,10,15133,1,5,38336,0,16384,6,0,0,52,117,4,0,27267,2,20,1460,8,"M1460,N,W8,N,N,S,",852609697,,,0,8,64240
Windows,10,15133,1,5,38336,0,16384,6,0,0,52,117,4,0,27267,2,20,1460,8,"M1460,N,W8,N,N,S,",852609697,,,0,8,64240
Windows,10,15263,1,5,38206,0,16384,6,0,0,52,117,4,0,25043,2,20,1460,8,"M1460,N,W8,N,N,S,",3267576688,,,0,8,64240
Windows,10,15330,1,5,38139,0,16384,6,0,0,52,117,4,0,8804,2,20,1460,8,"M1460,N,W8,N,N,S,",557196403,,,0,8,64240
Windows,10,15522,1,5,37947,0,16384,6,0,0,52,117,4,0,12330,2,20,1460,8,"M1460,N,W8,N,N,S,",3306844909,,,0,8,64240
Windows,10,15613,1,5,37856,0,16384,6,0,0,52,117,4,0,2296,2,20,1460,8,"M1460,N,W8,N,N,S,",2328679546,,,0,8,64240
Windows,10,15440,1,5,38029,0,16384,6,0,0,52,117,4,0,26111,2,20,1460,8,"M1460,N,W8,N,N,S,",556785905,,,0,8,64240
Windows,10,15613,1,5,37856,0,16384,6,0,0,52,117,4,0,2296,2,20,1460,8,"M1460,N,W8,N,N,S,",2328679546,,,0,8,64240
Windows,10,15354,1,5,38115,0,16384,6,0,0,52,117,4,0,4957,2,20,1460,8,"M1460,N,W8,N,N,S,",1218710543,,,0,8,64240
Windows,10,15613,1,5,37856,0,16384,6,0,0,52,117,4,0,2296,2,20,1460,8,"M1460,N,W8,N,N,S,",2328679546,,,0,8,64240
Windows,10,15777,1,5,37692,0,16384,6,0,0,52,117,4,0,2164,2,20,1460,8,"M1460,N,W8,N,N,S,",4095437792,,,0,8,64240
Windows,10,15701,1,5,37768,0,16384,6,0,0,52,117,4,0,63316,2,20,1460,8,"M1460,N,W8,N,N,S,",2179329810,,,0,8,64240
iOS,14.4,44286,1,5,0,0,16384,6,0,40,64,48,4,0,5519,2,20,1260,11,"M1260,N,W5,N,N,T,S,E,E,",4055203007,41161283,0,0,5,65535
Windows,10,45573,1,5,27793,0,16384,6,0,0,52,55,4,0,64851,2,20,1460,8,"M1460,N,W8,N,N,S,",1609538775,,,0,8,8192
Windows,10,46162,1,5,27204,0,16384,6,0,0,52,55,4,0,40257,2,20,1460,8,"M1460,N,W8,N,N,S,",3906368518,,,0,8,8192
Windows,10,54102,1,5,7224,0,16384,6,0,0,52,109,4,0,2739,2,20,1460,8,"M1460,N,W8,N,N,S,",2321477667,,,0,8,64240
Windows,10,45573,1,5,27793,0,16384,6,0,0,52,55,4,0,64851,2,20,1460,8,"M1460,N,W8,N,N,S,",1609538775,,,0,8,8192
Windows,10,45573,1,5,27793,0,16384,6,0,0,52,55,4,0,64851,2,20,1460,8,"M1460,N,W8,N,N,S,",1609538775,,,0,8,8192
Windows,10,65417,1,5,59166,0,16384,6,0,0,52,118,4,0,20597,2,20,1412,8,"M1412,N,W8,N,N,S,",317019925,,,0,8,64240
Windows,10,54133,1,5,7193,0,16384,6,0,0,52,109,4,0,18934,2,20,1460,8,"M1460,N,W8,N,N,S,",276703943,,,0,8,64240
Windows,10,20379,1,5,13997,0,16384,6,0,0,52,119,4,0,15785,2,20,1452,8,"M1452,N,W2,N,N,S,",655203735,,,0,2,8192
Linux,x86_64,3391,1,5,15411,0,16384,6,0,0,60,46,4,0,10494,2,20,1440,10,"M1440,S,T,N,W9,",710319880,69641883,0,0,9,65535
iOS,15.7,40771,1,5,0,0,16384,6,0,0,64,50,4,0,12644,2,20,1400,11,"M1400,N,W5,N,N,T,S,E,E,",3392283417,4241264054,0,0,5,65535
iOS,15.7,41027,1,5,0,0,16384,6,0,0,64,49,4,0,21372,2,20,1400,11,"M1400,N,W5,N,N,T,S,E,E,",149191459,2342602245,0,0,5,65535
iOS,15.7,41003,1,5,0,0,16384,6,0,24,64,49,4,0,34176,2,20,1400,11,"M1400,N,W5,N,N,T,S,E,E,",3907159083,1350788627,0,0,5,65535
iOS,16.1.2,57680,1,5,0,0,16384,6,0,0,64,45,4,0,20499,2,20,1460,11,"M1460,N,W5,N,N,T,S,E,E,",3923113103,4132679932,0,0,5,65535
Windows,10,26122,1,5,32893,0,16384,6,0,0,52,117,4,0,38945,2,20,1452,8,"M1452,N,W8,N,N,S,",3585417137,,,0,8,64240
Windows,10,9239,1,5,41746,0,16384,6,0,0,52,121,4,0,63439,2,20,1460,8,"M1460,N,W8,N,N,S,",1039220771,,,0,8,64240
Windows,10,11824,1,5,23764,0,16384,6,0,0,44,248,4,0,18445,2,20,1280,6,"M1280,",566109839,,,0,,64240
Windows,10,26414,1,5,32601,0,16384,6,0,0,52,117,4,0,256,2,20,1452,8,"M1452,N,W8,N,N,S,",2821710988,,,0,8,64240
Windows,10,26146,1,5,32869,0,16384,6,0,0,52,117,4,0,5177,2,20,1452,8,"M1452,N,W8,N,N,S,",3006711325,,,0,8,64240
Windows,10,9239,1,5,41746,0,16384,6,0,0,52,121,4,0,63439,2,20,1460,8,"M1460,N,W8,N,N,S,",1039220771,,,0,8,64240
Windows,10,9239,1,5,41746,0,16384,6,0,0,52,121,4,0,63439,2,20,1460,8,"M1460,N,W8,N,N,S,",1039220771,,,0,8,64240
Windows,10,26414,1,5,32601,0,16384,6,0,0,52,117,4,0,256,2,20,1452,8,"M1452,N,W8,N,N,S,",2821710988,,,0,8,64240
Windows,10,9239,1,5,41746,0,16384,6,0,0,52,121,4,0,63439,2,20,1460,8,"M1460,N,W8,N,N,S,",1039220771,,,0,8,64240
Windows,10,53187,1,5,44035,0,16384,6,0,0,52,113,4,0,9455,2,20,1460,8,"M1460,N,W8,N,N,S,",4242663785,,,0,8,64240
Windows,10,26414,1,5,32601,0,16384,6,0,0,52,117,4,0,256,2,20,1452,8,"M1452,N,W8,N,N,S,",2821710988,,,0,8,64240
Windows,10,26414,1,5,32601,0,16384,6,0,0,52,117,4,0,256,2,20,1452,8,"M1452,N,W8,N,N,S,",2821710988,,,0,8,64240
